"route_id","service_id","trip_id","trip_headsign","direction_id","block_id","shape_id"
"53","SU","12523891","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05313","5314"
"53","SU","12523892","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05314","5312"
"53","SU","12523893","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05341","5314"
"53","SU","12523894","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05342","5312"
"53","SU","12523895","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05344","5314"
"53","SU","12523896","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05345","5312"
"53","SU","12523897","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05311","5314"
"53","SU","12523898","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05343","5312"
"53","SU","12523899","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05312","5314"
"53","SU","12523900","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05314","5312"
"53","SU","12523901","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05313","5314"
"53","SU","12523902","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05342","5312"
"53","SU","12523903","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05341","5314"
"53","SU","12523904","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05345","5312"
"53","SU","12523905","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05344","5314"
"53","SU","12523906","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05343","5312"
"53","SU","12523907","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05311","5314"
"53","SU","12523908","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05312","5312"
"53","SU","12523909","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05313","5314"
"53","SU","12523910","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"06011","5312"
"53","SU","12523911","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05341","5314"
"53","SU","12523912","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"06014","5312"
"53","SU","12523913","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"05343","5314"
"53","SU","12523914","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"06045","5312"
"53","SU","12523915","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"06011","5314"
"53","SU","12523916","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"06014","5314"
"53","SU","12523917","ANAHEIM REGIONAL TRANSPORTATION INTERMODAL CENTER",0,"06046","5314"
"53","SU","12523918","IRVINE - WEST YALE AND ALTON",1,"05341","5315"
"53","SU","12523919","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05342","5313"
"53","SU","12523920","IRVINE - WEST YALE AND ALTON",1,"05344","5315"
"53","SU","12523921","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05345","5313"
"53","SU","12523922","IRVINE - WEST YALE AND ALTON",1,"05311","5315"
"53","SU","12523923","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05343","5313"
"53","SU","12523924","IRVINE - WEST YALE AND ALTON",1,"05312","5315"
"53","SU","12523925","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05314","5313"
"53","SU","12523926","IRVINE - WEST YALE AND ALTON",1,"05313","5315"
"53","SU","12523927","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05342","5313"
"53","SU","12523928","IRVINE - WEST YALE AND ALTON",1,"05341","5315"
"53","SU","12523929","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05345","5313"
"53","SU","12523930","IRVINE - WEST YALE AND ALTON",1,"05344","5315"
"53","SU","12523931","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05343","5313"
"53","SU","12523932","IRVINE - WEST YALE AND ALTON",1,"05311","5315"
"53","SU","12523933","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05314","5313"
"53","SU","12523934","IRVINE - WEST YALE AND ALTON",1,"05312","5315"
"53","SU","12523935","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05342","5313"
"53","SU","12523936","IRVINE - WEST YALE AND ALTON",1,"05313","5315"
"53","SU","12523937","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05345","5313"
"53","SU","12523938","IRVINE - WEST YALE AND ALTON",1,"05341","5315"
"53","SU","12523939","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05343","5313"
"53","SU","12523940","IRVINE - WEST YALE AND ALTON",1,"05344","5315"
"53","SU","12523941","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05314","5313"
"53","SU","12523942","IRVINE - WEST YALE AND ALTON",1,"05311","5315"
"53","SU","12523943","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05342","5313"
"53","SU","12523944","IRVINE - WEST YALE AND ALTON",1,"05312","5315"
"53","SU","12523945","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05345","5313"
"53","SU","12523946","IRVINE - WEST YALE AND ALTON",1,"05313","5315"
"53","SU","12523947","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05343","5313"
"53","SU","12523948","IRVINE - WEST YALE AND ALTON",1,"05341","5315"
"53","SU","12523949","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05314","5313"
"53","SU","12523950","IRVINE - WEST YALE AND ALTON",1,"05344","5315"
"53","SU","12523951","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05342","5313"
"53","SU","12523952","IRVINE - WEST YALE AND ALTON",1,"05311","5315"
"53","SU","12523953","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05345","5313"
"53","SU","12523954","IRVINE - WEST YALE AND ALTON",1,"05312","5315"
"53","SU","12523955","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05343","5313"
"53","SU","12523956","IRVINE - WEST YALE AND ALTON",1,"05313","5315"
"53","SU","12523957","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05314","5313"
"53","SU","12523958","IRVINE - WEST YALE AND ALTON",1,"05341","5315"
"53","SU","12523959","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05342","5313"
"53","SU","12523960","IRVINE - WEST YALE AND ALTON",1,"05344","5315"
"53","SU","12523961","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05345","5313"
"53","SU","12523962","IRVINE - WEST YALE AND ALTON",1,"05311","5315"
"53","SU","12523963","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05343","5313"
"53","SU","12523964","IRVINE - WEST YALE AND ALTON",1,"05312","5315"
"53","SU","12523965","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05314","5313"
"53","SU","12523966","IRVINE - WEST YALE AND ALTON",1,"05313","5315"
"53","SU","12523967","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05342","5313"
"53","SU","12523968","IRVINE - WEST YALE AND ALTON",1,"05341","5315"
"53","SU","12523969","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05344","5313"
"53","SU","12523970","IRVINE - WEST YALE AND ALTON",1,"05343","5315"
"53","SU","12523971","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05311","5313"
"53","SU","12523972","IRVINE - WEST YALE AND ALTON",1,"05312","5315"
"53","SU","12523973","MACARTHUR BLVD AND MACARTHUR PLACE - SANTA ANA",1,"05313","5313"
"53","SU","12523974","IRVINE - WEST YALE AND ALTON",1,"06011","5315"
"53","SU","12523975","IRVINE - WEST YALE AND ALTON",1,"05341","5315"
"53","SU","12523976","IRVINE - WEST YALE AND ALTON",1,"06014","5315"
"53","SU","12523977","IRVINE - WEST YALE AND ALTON",1,"04711","5315"
"53","SU","12523978","IRVINE - WEST YALE AND ALTON",1,"06011","5315"
"53","SU","12523979","IRVINE - WEST YALE AND ALTON",1,"06014","5315"
"54","MTUWTF","12563515","SANTIAGO CANYON COLLEGE",0,"05441","5402"
"54","MTUWTF","12563516","SANTIAGO CANYON COLLEGE",0,"05442","5402"
"54","MTUWTF","12563517","SANTIAGO CANYON COLLEGE",0,"05642","5402"
"54","MTUWTF","12563518","SANTIAGO CANYON COLLEGE",0,"05443","5402"
"54","MTUWTF","12563519","SANTIAGO CANYON COLLEGE",0,"05043","5402"
"54","MTUWTF","12563520","SANTIAGO CANYON COLLEGE",0,"05445","5402"
"54","MTUWTF","12563521","SANTIAGO CANYON COLLEGE",0,"05441","5402"
"54","MTUWTF","12563522","SANTIAGO CANYON COLLEGE",0,"05446","5402"
"54","MTUWTF","12563523","SANTIAGO CANYON COLLEGE",0,"05645","5402"
"54","MTUWTF","12563524","SANTIAGO CANYON COLLEGE",0,"06043","5402"
"54","MTUWTF","12563525","SANTIAGO CANYON COLLEGE",0,"05644","5402"
"54","MTUWTF","12563526","SANTIAGO CANYON COLLEGE",0,"05646","5402"
"54","MTUWTF","12563527","SANTIAGO CANYON COLLEGE",0,"05447","5402"
"54","MTUWTF","12563528","SANTIAGO CANYON COLLEGE",0,"05446","5402"
"54","MTUWTF","12563529","SANTIAGO CANYON COLLEGE",0,"05445","5402"
"54","MTUWTF","12563530","SANTIAGO CANYON COLLEGE",0,"05443","5402"
"54","MTUWTF","12563531","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05443","5403"
"54","MTUWTF","12563532","SANTIAGO CANYON COLLEGE",0,"05447","5402"
"54","MTUWTF","12563533","SANTIAGO CANYON COLLEGE",0,"05442","5402"
"54","MTUWTF","12563534","SANTIAGO CANYON COLLEGE",0,"05448","5402"
"54","MTUWTF","12563535","SANTIAGO CANYON COLLEGE",0,"05643","5402"
"54","MTUWTF","12563536","SANTIAGO CANYON COLLEGE",0,"05641","5402"
"54","MTUWTF","12563537","SANTIAGO CANYON COLLEGE",0,"05649","5402"
"54","MTUWTF","12563538","SANTIAGO CANYON COLLEGE",0,"05048","5402"
"54","MTUWTF","12563539","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05646","5403"
"54","MTUWTF","12563540","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05047","5403"
"54","MTUWTF","12563541","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"06643","5403"
"54","MTUWTF","12563542","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05441","5403"
"54","MTUWTF","12563543","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"06645","5403"
"54","MTUWTF","12563544","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05645","5403"
"54","MTUWTF","12563545","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05647","5403"
"54","MTUWTF","12563546","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05644","5403"
"54","MTUWTF","12563547","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05445","5403"
"54","MTUWTF","12563548","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05441","5403"
"54","MTUWTF","12563549","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05446","5403"
"54","MTUWTF","12563550","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05645","5403"
"54","MTUWTF","12563551","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"06043","5403"
"54","MTUWTF","12563552","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05644","5403"
"54","MTUWTF","12563553","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05445","5403"
"54","MTUWTF","12563554","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05441","5403"
"54","MTUWTF","12563555","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05448","5403"
"54","MTUWTF","12563556","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05641","5403"
"54","MTUWTF","12563557","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05442","5403"
"54","MTUWTF","12563558","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05447","5403"
"54","MTUWTF","12563559","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05446","5403"
"54","MTUWTF","12563560","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05448","5403"
"54","MTUWTF","12563561","SANTIAGO CANYON COLLEGE",0,"05441","5402"
"54","MTUWTF","12563562","SANTIAGO CANYON COLLEGE",0,"05444","5402"
"54","MTUWTF","12563563","SANTIAGO CANYON COLLEGE",0,"05443","5402"
"54","MTUWTF","12563564","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05649","5403"
"54","MTUWTF","12563565","SANTIAGO CANYON COLLEGE",0,"05448","5402"
"54","MTUWTF","12563566","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05442","5403"
"54","MTUWTF","12563567","SANTIAGO CANYON COLLEGE",0,"05442","5402"
"54","MTUWTF","12563568","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05642","5403"
"54","MTUWTF","12563569","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"06645","5403"
"54","MTUWTF","12563570","SANTIAGO CANYON COLLEGE",0,"06643","5402"
"54","MTUWTF","12563571","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05643","5403"
"54","MTUWTF","12563572","SANTIAGO CANYON COLLEGE",0,"05641","5402"
"54","MTUWTF","12563573","SANTIAGO CANYON COLLEGE",0,"05047","5402"
"54","MTUWTF","12563574","SANTIAGO CANYON COLLEGE",0,"06643","5402"
"54","MTUWTF","12563575","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05642","5403"
"54","MTUWTF","12563576","SANTIAGO CANYON COLLEGE",0,"05446","5402"
"54","MTUWTF","12563577","SANTIAGO CANYON COLLEGE",0,"05448","5402"
"54","MTUWTF","12563578","SANTIAGO CANYON COLLEGE",0,"05643","5402"
"54","MTUWTF","12563579","SANTIAGO CANYON COLLEGE",0,"04750","5402"
"54","MTUWTF","12563580","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05643","5403"
"54","MTUWTF","12563581","SANTIAGO CANYON COLLEGE",0,"06645","5402"
"54","MTUWTF","12563582","SANTIAGO CANYON COLLEGE",0,"05642","5402"
"54","MTUWTF","12563583","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05444","5403"
"54","MTUWTF","12563584","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"06643","5403"
"54","MTUWTF","12563585","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05442","5403"
"54","MTUWTF","12563586","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05648","5403"
"54","MTUWTF","12563587","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05646","5403"
"54","MTUWTF","12563588","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05447","5403"
"54","MTUWTF","12563589","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05446","5403"
"54","SA","12532929",,0,"05441","5402"
"54","SA","12532930",,0,"05443","5402"
"54","SA","12532931",,0,"05444","5402"
"54","SA","12532932",,0,"05445","5402"
"54","SA","12532933",,0,"05443","5402"
"54","SA","12532934",,0,"05441","5402"
"54","SA","12532935",,0,"05442","5402"
"54","SA","12532936",,0,"05444","5402"
"54","SA","12532937",,0,"05447","5402"
"54","SA","12532938",,0,"05446","5402"
"54","SA","12532939",,0,"05642","5402"
"54","SA","12532940",,0,"05442","5402"
"54","SA","12532941",,0,"06443","5402"
"54","SA","12532942",,0,"05447","5402"
"54","SA","12532943",,0,"05446","5402"
"54","SA","12532944",,0,"05445","5402"
"54","SA","12532945",,0,"05441","5402"
"54","SA","12532946",,0,"05444","5402"
"54","SA","12532947",,0,"05447","5402"
"54","SA","12532948",,0,"06645","5402"
"54","SA","12532949","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05442","5403"
"54","SA","12532950","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"06046","5403"
"54","SA","12532951","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05443","5403"
"54","SA","12532952","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05445","5403"
"54","SA","12532953","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05441","5403"
"54","SA","12532954","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05442","5403"
"54","SA","12532955","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05444","5403"
"54","SA","12532956","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05443","5403"
"54","SA","12532957","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05445","5403"
"54","SA","12532958","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05441","5403"
"54","SA","12532959","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05442","5403"
"54","SA","12532960","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05444","5403"
"54","SA","12532961","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05446","5403"
"54","SA","12532962","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05642","5403"
"54","SA","12532963","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05441","5403"
"54","SA","12532964","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05442","5403"
"54","SA","12532965","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"06443","5403"
"54","SA","12532966","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05447","5403"
"54","SA","12532967","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05445","5403"
"54","SA","12532968","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05441","5403"
"54","SA","12532969","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05442","5403"
"54","SA","12532970","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05441","5403"
"54","SA","12532971",,0,"05447","5402"
"54","SA","12532972",,0,"05445","5402"
"54","SA","12532973","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05441","5403"
"54","SA","12532974",,0,"05446","5402"
"54","SA","12532975",,0,"05441","5402"
"54","SA","12532976","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05447","5403"
"54","SA","12532977",,0,"05442","5402"
"54","SA","12532978",,0,"05445","5402"
"54","SA","12532979",,0,"05441","5402"
"54","SA","12532980",,0,"05442","5402"
"54","SA","12532981",,0,"05442","5402"
"54","SA","12532982",,0,"05444","5402"
"54","SA","12532983","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05444","5403"
"54","SA","12532984","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05447","5403"
"54","SA","12532985","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05447","5403"
"54","SA","12532986","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05446","5403"
"54","SA","12532987","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05444","5403"
"54","SA","12532988","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"06645","5403"
"54","SU","12533002","ORANGE - CHAPMAN AND RANCHO SANTIAGO",0,"05443","5412"
"54","SU","12533003","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05443","5413"
"54","SU","12533004","ORANGE - CHAPMAN AND RANCHO SANTIAGO",0,"05443","5412"
"54","SU","12533005","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05443","5413"
"54","SU","12533006","ORANGE - CHAPMAN AND RANCHO SANTIAGO",0,"05443","5412"
"54","SU","12533007","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05443","5413"
"54","SU","12533008","ORANGE - CHAPMAN AND RANCHO SANTIAGO",0,"05443","5412"
"54","SU","12533009","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05443","5413"
"54","SU","12533010","ORANGE - CHAPMAN AND RANCHO SANTIAGO",0,"05443","5412"
"54","SU","12533011","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05443","5413"
"54","SU","12533012","ORANGE - CHAPMAN AND RANCHO SANTIAGO",0,"05442","5412"
"54","SU","12533013","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05442","5413"
"54","SU","12533014","ORANGE - CHAPMAN AND RANCHO SANTIAGO",0,"05445","5412"
"54","SU","12533015","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05445","5413"
"54","SU","12533016","ORANGE - CHAPMAN AND RANCHO SANTIAGO",0,"05445","5412"
"54","SU","12533017","GARDEN GROVE - CHAPMAN AND VALLEY VIEW",1,"05445","5413"
"54","SU","12533018","ORANGE - CHAPMAN AND RANCHO SANTIAGO",0,"05445","5412"
